window_id,probe_id,window_kind,window_index,subject_id,session_id,run_id,video_id,block_id,block_order,sequence_order,condition_label,condition_type,probe_attention,probe_response,probe_confidence,seconds_to_probe,mental_effort,course_attention_rating,video_interest,video_difficulty,start_number,reported_final_number,subtraction_compliance,self_caught_nearby,dataset_membership,training_eligible,start_sample,end_sample,start_timestamp,end_timestamp,sample_count,quality_label,reject_reason,qc_status
Block 2_4_015fbc21#w2,Block 2_4_015fbc21,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V5,2,2,G07,B,bbbd_subtraction,OFF,2,3,4.0,7,4,3,3,977,390,80-90%,0,Dataset B,0,224131,225130,1789891570.5673375,1789891574.5513377,1000,REJECT,missing;qc_reject,bad
Block 2_4_015fbc21#w3,Block 2_4_015fbc21,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V5,2,2,G07,B,bbbd_subtraction,OFF,2,3,2.0,7,4,3,3,977,390,80-90%,0,Dataset B,0,224631,225630,1789891572.5513377,1789891576.5513377,1000,REJECT,missing,warning
Block 2_4_015fbc21#w4,Block 2_4_015fbc21,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V5,2,2,G07,B,bbbd_subtraction,OFF,2,3,0.0,7,4,3,3,977,390,80-90%,0,Dataset B,0,225131,226130,1789891574.5513377,1789891578.5823376,1000,REJECT,missing,warning
Block 3_1_653adb72#w1,Block 3_1_653adb72,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,6.0,3,3,3,2,,,,0,Dataset B,1,292874,293873,1789891889.8323376,1789891893.7863376,1000,USABLE,,warning
Block 3_1_653adb72#w2,Block 3_1_653adb72,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,4.0,3,3,3,2,,,,0,Dataset B,0,293374,294373,1789891891.8173375,1789891895.7863376,1000,REJECT,missing;qc_reject,bad
Block 3_1_653adb72#w3,Block 3_1_653adb72,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,2.0,3,3,3,2,,,,0,Dataset B,0,293874,294873,1789891893.7863376,1789891897.8173375,1000,REJECT,missing;qc_reject,bad
Block 3_1_653adb72#w4,Block 3_1_653adb72,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,0.0,3,3,3,2,,,,0,Dataset B,0,294374,295373,1789891895.7863376,1789891899.8013377,1000,REJECT,missing;qc_reject,bad
Block 3_2_653adb72#w1,Block 3_2_653adb72,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,6.0,3,3,3,2,,,,0,Dataset B,1,310773,311772,1789891969.8013377,1789891973.8173375,1000,GOOD,,good
Block 3_2_653adb72#w2,Block 3_2_653adb72,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,4.0,3,3,3,2,,,,0,Dataset B,1,311273,312272,1789891971.8013377,1789891975.8013377,1000,GOOD,,good
Block 3_2_653adb72#w3,Block 3_2_653adb72,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,2.0,3,3,3,2,,,,0,Dataset B,1,311773,312772,1789891973.8173375,1789891977.7703376,1000,GOOD,,good
Block 3_2_653adb72#w4,Block 3_2_653adb72,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,0.0,3,3,3,2,,,,0,Dataset B,1,312273,313272,1789891975.8013377,1789891979.7703376,1000,GOOD,,good
Block 3_4_653adb72#w1,Block 3_4_653adb72,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,6.0,3,3,3,2,,,,0,Dataset B,1,341516,342515,1789892124.0363376,1789892128.0363376,1000,GOOD,,good
Block 3_4_653adb72#w2,Block 3_4_653adb72,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,4.0,3,3,3,2,,,,0,Dataset B,0,342016,343015,1789892126.0363376,1789892130.0203376,1000,REJECT,missing;qc_reject,bad
Block 3_4_653adb72#w3,Block 3_4_653adb72,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,2.0,3,3,3,2,,,,0,Dataset B,0,342516,343515,1789892128.0363376,1789892132.0513377,1000,REJECT,missing;qc_reject,bad
Block 3_4_653adb72#w4,Block 3_4_653adb72,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V6,3,3,G07,A,focused,ON,1,3,0.0,3,3,3,2,,,,0,Dataset B,0,343016,344015,1789892130.0203376,1789892134.0203376,1000,REJECT,missing;qc_reject,bad
Block 4_1_1f3607bd#w1,Block 4_1_1f3607bd,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,4,6.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,386955,387954,1789892359.8013377,1789892363.8643374,1000,GOOD,,good
Block 4_1_1f3607bd#w2,Block 4_1_1f3607bd,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,4,4.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,387455,388454,1789892361.8643374,1789892365.8643374,1000,GOOD,,good
Block 4_1_1f3607bd#w3,Block 4_1_1f3607bd,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,4,2.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,387955,388954,1789892363.8643374,1789892367.8793375,1000,GOOD,,good
Block 4_1_1f3607bd#w4,Block 4_1_1f3607bd,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,4,0.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,388455,389454,1789892365.8643374,1789892369.8173375,1000,GOOD,,good
Block 4_2_1f3607bd#w1,Block 4_2_1f3607bd,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,4,6.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,420464,421463,1789892505.7233374,1789892509.7073376,1000,GOOD,,good
Block 4_2_1f3607bd#w2,Block 4_2_1f3607bd,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,4,4.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,420964,421963,1789892507.6763377,1789892511.6923375,1000,GOOD,,good
Block 4_2_1f3607bd#w3,Block 4_2_1f3607bd,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,4,2.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,421464,422463,1789892509.7073376,1789892513.6923375,1000,GOOD,,good
Block 4_2_1f3607bd#w4,Block 4_2_1f3607bd,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,4,0.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,421964,422963,1789892511.6923375,1789892515.6923375,1000,GOOD,,good
Block 4_3_1f3607bd#w1,Block 4_3_1f3607bd,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,3,6.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,439009,440008,1789892585.3483374,1789892589.2233374,1000,GOOD,,good
Block 4_3_1f3607bd#w2,Block 4_3_1f3607bd,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,3,4.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,439509,440508,1789892587.3013377,1789892591.1923375,1000,GOOD,,good
Block 4_3_1f3607bd#w3,Block 4_3_1f3607bd,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,3,2.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,440009,441008,1789892589.2233374,1789892593.2233374,1000,GOOD,,good
Block 4_3_1f3607bd#w4,Block 4_3_1f3607bd,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,3,0.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,440509,441508,1789892591.1923375,1789892595.2073376,1000,GOOD,,good
Block 4_4_1f3607bd#w1,Block 4_4_1f3607bd,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,3,6.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,458374,459373,1789892663.6923375,1789892667.6763377,1000,GOOD,,good
Block 4_4_1f3607bd#w2,Block 4_4_1f3607bd,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,3,4.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,458874,459873,1789892665.6923375,1789892669.6763377,1000,USABLE,,warning
Block 4_4_1f3607bd#w3,Block 4_4_1f3607bd,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,3,2.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,459374,460373,1789892667.6923375,1789892671.6763377,1000,USABLE,,warning
Block 4_4_1f3607bd#w4,Block 4_4_1f3607bd,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V1,4,4,G07,B,bbbd_subtraction,OFF,2,3,0.0,8,3,3,3,853,663,80-90%,0,Dataset B,1,459874,460873,1789892669.7073376,1789892673.6763377,1000,USABLE,,warning
Block 5_1_d87649f9#w1,Block 5_1_d87649f9,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,4,6.0,4,3,3,3,,,,0,Dataset B,1,504730,505729,1789892865.5363376,1789892869.4733374,1000,GOOD,,good
Block 5_1_d87649f9#w2,Block 5_1_d87649f9,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,4,4.0,4,3,3,3,,,,0,Dataset B,1,505230,506229,1789892867.5203376,1789892871.4573376,1000,GOOD,,good
Block 5_1_d87649f9#w3,Block 5_1_d87649f9,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,4,2.0,4,3,3,3,,,,0,Dataset B,1,505730,506729,1789892869.4733374,1789892873.4573376,1000,GOOD,,good
Block 5_1_d87649f9#w4,Block 5_1_d87649f9,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,4,0.0,4,3,3,3,,,,0,Dataset B,1,506230,507229,1789892871.4573376,1789892875.4573376,1000,GOOD,,good
Block 5_2_d87649f9#w1,Block 5_2_d87649f9,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,OFF,3,2,6.0,4,3,3,3,,,,0,Dataset B,1,528855,529854,1789892961.9733374,1789892965.9573376,1000,GOOD,,good
Block 5_2_d87649f9#w2,Block 5_2_d87649f9,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,OFF,3,2,4.0,4,3,3,3,,,,0,Dataset B,1,529355,530354,1789892963.9733374,1789892967.9893374,1000,GOOD,,good
Block 5_2_d87649f9#w3,Block 5_2_d87649f9,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,OFF,3,2,2.0,4,3,3,3,,,,0,Dataset B,1,529855,530854,1789892966.0043375,1789892969.9423375,1000,GOOD,,good
Block 5_2_d87649f9#w4,Block 5_2_d87649f9,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,OFF,3,2,0.0,4,3,3,3,,,,0,Dataset B,1,530355,531354,1789892967.9893374,1789892971.9573376,1000,GOOD,,good
Block 5_3_d87649f9#w1,Block 5_3_d87649f9,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,3,6.0,4,3,3,3,,,,0,Dataset B,1,542864,543863,1789893018.0043375,1789893022.0363376,1000,GOOD,,good
Block 5_3_d87649f9#w2,Block 5_3_d87649f9,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,3,4.0,4,3,3,3,,,,0,Dataset B,1,543364,544363,1789893019.9893374,1789893024.0823376,1000,GOOD,,good
Block 5_3_d87649f9#w3,Block 5_3_d87649f9,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,3,2.0,4,3,3,3,,,,0,Dataset B,1,543864,544863,1789893022.0363376,1789893025.9893374,1000,GOOD,,good
Block 5_3_d87649f9#w4,Block 5_3_d87649f9,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,3,0.0,4,3,3,3,,,,0,Dataset B,0,544364,545363,1789893024.0823376,1789893027.9893374,1000,REJECT,missing;qc_reject,bad
Block 5_4_d87649f9#w1,Block 5_4_d87649f9,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,3,6.0,4,3,3,3,,,,0,Dataset B,1,555924,556923,1789893070.2233374,1789893074.2233374,1000,GOOD,,good
Block 5_4_d87649f9#w2,Block 5_4_d87649f9,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,3,4.0,4,3,3,3,,,,0,Dataset B,1,556424,557423,1789893072.2233374,1789893076.2543375,1000,GOOD,,good
Block 5_4_d87649f9#w3,Block 5_4_d87649f9,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,3,2.0,4,3,3,3,,,,0,Dataset B,1,556924,557923,1789893074.2233374,1789893078.2863376,1000,GOOD,,good
Block 5_4_d87649f9#w4,Block 5_4_d87649f9,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V2,5,5,G07,A,focused,ON,1,3,0.0,4,3,3,3,,,,0,Dataset B,1,557424,558423,1789893076.2543375,1789893080.2393374,1000,GOOD,,good
Block 6_1_910f4535#w1,Block 6_1_910f4535,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,2,3,6.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,605466,606465,1789893310.5363376,1789893314.5513377,1000,GOOD,,good
Block 6_1_910f4535#w2,Block 6_1_910f4535,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,2,3,4.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,605966,606965,1789893312.4893374,1789893316.4893374,1000,GOOD,,good
Block 6_1_910f4535#w3,Block 6_1_910f4535,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,2,3,2.0,8,4,3,4,859,583,80-90%,0,Dataset B,0,606466,607465,1789893314.5513377,1789893318.5043375,1000,REJECT,missing,warning
Block 6_1_910f4535#w4,Block 6_1_910f4535,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,2,3,0.0,8,4,3,4,859,583,80-90%,0,Dataset B,0,606966,607965,1789893316.4893374,1789893320.4733374,1000,REJECT,missing,warning
Block 6_3_910f4535#w1,Block 6_3_910f4535,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,2,3,6.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,635235,636234,1789893538.7073376,1789893542.6923375,1000,GOOD,,good
Block 6_3_910f4535#w2,Block 6_3_910f4535,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,2,3,4.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,635735,636734,1789893540.7073376,1789893544.6923375,1000,GOOD,,good
Block 6_3_910f4535#w3,Block 6_3_910f4535,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,2,3,2.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,636235,637234,1789893542.6923375,1789893546.7233374,1000,GOOD,,good
Block 6_3_910f4535#w4,Block 6_3_910f4535,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,2,3,0.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,636735,637734,1789893544.6923375,1789893548.7073376,1000,GOOD,,good
Block 6_4_910f4535#w1,Block 6_4_910f4535,probe_epoch,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,3,3,6.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,651046,652045,1789893601.9573376,1789893606.0043375,1000,GOOD,,good
Block 6_4_910f4535#w2,Block 6_4_910f4535,probe_epoch,2,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,3,3,4.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,651546,652545,1789893603.9573376,1789893607.9423375,1000,GOOD,,good
Block 6_4_910f4535#w3,Block 6_4_910f4535,probe_epoch,3,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,3,3,2.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,652046,653045,1789893606.0363376,1789893609.9423375,1000,GOOD,,good
Block 6_4_910f4535#w4,Block 6_4_910f4535,probe_epoch,4,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V3,6,6,G07,B,bbbd_subtraction,OFF,3,3,0.0,8,4,3,4,859,583,80-90%,0,Dataset B,1,652546,653545,1789893607.9893374,1789893611.9423375,1000,GOOD,,good
b1#c1,,condition,1,sub-007,ses-001,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,V4,1,1,G07,A,focused,NONE,,,,4,4,3,2,,,,0,Dataset A,0,39506,40505,1789890734.8953376,1789890738.8643374,1000,REJECT,missing;qc_reject,bad
